bus_hypothesis_id,region_id,inference_mode,used_ground_truth_for_generation,used_ground_truth_for_evaluation,direction,role,member_nodes,ordered_member_nodes,width,bit_order,signedness_hypothesis,grouping_score,ordering_score,role_score,evidence_sources,feature_values,ambiguity_count,ground_truth_bus_name_if_known,ground_truth_match,rank,schema_version
arithmetic_affine_w4__identity__ground_truth_region__inf__input__a,arithmetic_affine_w4__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.925000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.75}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__identity__ground_truth_region__inf__output__y,arithmetic_affine_w4__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]",7,lsb_to_msb,unknown,0.842857,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.47619}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__identity__whole_output_cone__inf__input__a,arithmetic_affine_w4__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.925000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.75}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__identity__whole_output_cone__inf__output__y,arithmetic_affine_w4__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]",7,lsb_to_msb,unknown,0.842857,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.47619}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__refactor__whole_output_cone__inf__input__a,arithmetic_affine_w4__refactor__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.847583,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.491944}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__refactor__whole_output_cone__inf__output__y,arithmetic_affine_w4__refactor__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]",7,lsb_to_msb,unknown,0.735035,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.116783}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__resub__whole_output_cone__inf__input__a,arithmetic_affine_w4__resub__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.827369,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.424565}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__resub__whole_output_cone__inf__output__y,arithmetic_affine_w4__resub__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]",7,lsb_to_msb,unknown,0.732370,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.1079}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__resyn__whole_output_cone__inf__input__a,arithmetic_affine_w4__resyn__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.844615,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.482051}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__resyn__whole_output_cone__inf__output__y,arithmetic_affine_w4__resyn__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]",7,lsb_to_msb,unknown,0.737198,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.123995}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__resyn2__whole_output_cone__inf__input__a,arithmetic_affine_w4__resyn2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.851560,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.505201}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__resyn2__whole_output_cone__inf__output__y,arithmetic_affine_w4__resyn2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]",7,lsb_to_msb,unknown,0.740397,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.134658}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__rewrite__whole_output_cone__inf__input__a,arithmetic_affine_w4__rewrite__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3""]","[""a_0"",""a_1"",""a_2"",""a_3""]",4,lsb_to_msb,unknown,0.844615,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.482051}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w4__rewrite__whole_output_cone__inf__output__y,arithmetic_affine_w4__rewrite__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6""]",7,lsb_to_msb,unknown,0.737198,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.123995}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w6__identity__ground_truth_region__inf__input__a,arithmetic_affine_w6__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",6,lsb_to_msb,unknown,0.940000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w6__identity__ground_truth_region__inf__output__y,arithmetic_affine_w6__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8""]",9,lsb_to_msb,unknown,0.875000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.583333}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w6__identity__whole_output_cone__inf__input__a,arithmetic_affine_w6__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5""]",6,lsb_to_msb,unknown,0.940000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w6__identity__whole_output_cone__inf__output__y,arithmetic_affine_w6__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8""]",9,lsb_to_msb,unknown,0.875000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.583333}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w8__identity__ground_truth_region__inf__input__a,arithmetic_affine_w8__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",8,lsb_to_msb,unknown,0.950000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.833333}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w8__identity__ground_truth_region__inf__output__y,arithmetic_affine_w8__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_10"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10""]",11,lsb_to_msb,unknown,0.896364,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.654545}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w8__identity__whole_output_cone__inf__input__a,arithmetic_affine_w8__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]","[""a_0"",""a_1"",""a_2"",""a_3"",""a_4"",""a_5"",""a_6"",""a_7""]",8,lsb_to_msb,unknown,0.950000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.833333}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_affine_w8__identity__whole_output_cone__inf__output__y,arithmetic_affine_w8__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_10"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4"",""y_5"",""y_6"",""y_7"",""y_8"",""y_9"",""y_10""]",11,lsb_to_msb,unknown,0.896364,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.654545}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_bilinear_w2__identity__ground_truth_region__inf__input__a,arithmetic_bilinear_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.914286,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_bilinear_w2__identity__ground_truth_region__inf__output__y,arithmetic_bilinear_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4""]",5,lsb_to_msb,unknown,0.940000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_bilinear_w2__identity__whole_output_cone__inf__input__a,arithmetic_bilinear_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.914286,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_bilinear_w2__identity__whole_output_cone__inf__output__y,arithmetic_bilinear_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3"",""y_4""]","[""y_0"",""y_1"",""y_2"",""y_3"",""y_4""]",5,lsb_to_msb,unknown,0.940000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.8}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__balance__whole_output_cone__inf__input__a,arithmetic_constant_multiply_w2__balance__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.914286,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.714286}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__balance__whole_output_cone__inf__output__y,arithmetic_constant_multiply_w2__balance__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.839762,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.465873}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__compress2rs__whole_output_cone__inf__input__a,arithmetic_constant_multiply_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.871429,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.571429}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__compress2rs__whole_output_cone__inf__output__y,arithmetic_constant_multiply_w2__compress2rs__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.805000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.35}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__dc2__whole_output_cone__inf__input__a,arithmetic_constant_multiply_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.871429,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.571429}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__dc2__whole_output_cone__inf__output__y,arithmetic_constant_multiply_w2__dc2__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.805000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.35}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__identity__ground_truth_region__inf__input__a,arithmetic_constant_multiply_w2__identity__ground_truth_region,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__identity__ground_truth_region__inf__output__y,arithmetic_constant_multiply_w2__identity__ground_truth_region,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.850000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,y,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__identity__whole_output_cone__inf__input__a,arithmetic_constant_multiply_w2__identity__whole_output_cone,inferred_bus_mode,false,true,input,data_operand,"[""a_0"",""a_1""]","[""a_0"",""a_1""]",2,lsb_to_msb,unknown,0.900000,1.000000,0.800000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""a"",""name_prefix_score"":1.0,""structural_similarity_score"":0.666667}",0,a,exact,1,semantic_bus_hypothesis_v1
arithmetic_constant_multiply_w2__identity__whole_output_cone__inf__output__y,arithmetic_constant_multiply_w2__identity__whole_output_cone,inferred_bus_mode,false,true,output,output,"[""y_0"",""y_1"",""y_2"",""y_3""]","[""y_0"",""y_1"",""y_2"",""y_3""]",4,lsb_to_msb,unknown,0.850000,1.000000,1.000000,"[""name_prefix"",""index_contiguity"",""structural_similarity""]","{""index_contiguity_score"":1.0,""name_prefix"":""y"",""name_prefix_score"":1.0,""structural_similarity_score"":0.5}",0,y,exact,1,semantic_bus_hypothesis_v1
